url,date,Tweet,id,username,reply_Count,retweet_Count,like_Count,quote_Count,conversation_Id,lang,source
https://twitter.com/Abhinav20516358/status/1312749738350043136,2020-10-04 13:41:41+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium Watched it and that was a fun ride.Great show,1312749738350043136,Abhinav20516358,0,0,0,0,1312739852002025472,en,Twitter for Android
https://twitter.com/avinash19087/status/1312749195548266496,2020-10-04 13:39:32+00:00,"@DishTV_India how i get rid of 20 second initial ads which consumer get when we switch on set top box, and there is no control in our hand to switch to other channel till it complete.......this is the reason i am always interested to switch to @TataSky",1312749195548266496,avinash19087,0,0,0,0,1312749195548266496,en,Twitter for Android
https://twitter.com/Vijaynakul/status/1312748889724706816,2020-10-04 13:38:19+00:00,"@DishTV_India pls stop to call any promotional or sales to existing customer me , everyday I am receiving more than 10 calls, Pls stop  otherwise I will move to @TataSky

I have good experience yours @DishTV_India but don't disturbance allow through any promotional calls",1312748889724706816,Vijaynakul,0,0,0,0,1312748889724706816,en,Twitter for Android
https://twitter.com/DishTV_India/status/1312747480702840833,2020-10-04 13:32:43+00:00,"@AmitTiwari_S Please accept my sincere apologies in this regard. Further, I have noted your remarks as feedback and will make sure it reaches the concerned department so that you have a delightful experience with us the next time. - Nikhil",1312747480702840833,DishTV_India,0,0,0,0,1312592474481651712,en,OneDirect Suite
https://twitter.com/HDadafeer/status/1312746528503521280,2020-10-04 13:28:56+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium ❤️❤️❤️❤️🌹🌹🌹🌹,1312746528503521280,HDadafeer,0,0,1,0,1312739852002025472,und,Twitter for Android
https://twitter.com/DishTV_India/status/1312745941561077760,2020-10-04 13:26:36+00:00,@shreeshyamverma Aapko hui asuvidha ke liye kshama chahta hoon. Aapka concern maine apni team ko forward kar dia hai aur uspe jald hi uchit action liya jayega. - Amit,1312745941561077760,DishTV_India,0,0,0,0,1312738387502141440,hi,OneDirect Suite
https://twitter.com/MdAlam89526085/status/1312744519876534272,2020-10-04 13:20:57+00:00,"@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium Lovely play the role,annanya in this movie",1312744519876534272,MdAlam89526085,0,0,0,0,1312468170276401152,en,Twitter for Android
https://twitter.com/AmitTiwari_S/status/1312744428017246208,2020-10-04 13:20:35+00:00,@DishTV_India I do not know anything.return my money back,1312744428017246208,AmitTiwari_S,1,0,0,0,1312592474481651712,en,Twitter for Android
https://twitter.com/NMokshagnya/status/1312744068682641409,2020-10-04 13:19:10+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium Romantic Beauty 💋😚 https://t.co/3FOPz4ebmB,1312744068682641409,NMokshagnya,0,0,0,0,1312468170276401152,en,Twitter for Android
https://twitter.com/ArshSagar3/status/1312742846026272768,2020-10-04 13:14:18+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium Chahe koi bhi language ho hame to dekhni nhi #Notinterest😶,1312742846026272768,ArshSagar3,0,0,0,0,1312739852002025472,hi,Twitter Web App
https://twitter.com/Ranvir19092001/status/1312742773259337729,2020-10-04 13:14:01+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium Ananya u movie is super and your also best.,1312742773259337729,Ranvir19092001,0,0,0,0,1312739852002025472,en,Twitter for Android
https://twitter.com/1212Sandeep/status/1312741607020662785,2020-10-04 13:09:23+00:00,"@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium मानता हूं बेरोजगार हूं।। 
पर इतना भी फालतू समय ना है।।",1312741607020662785,1212Sandeep,0,0,0,0,1312739852002025472,hi,Twitter for Android
https://twitter.com/ssrivastav0494/status/1312740766628950016,2020-10-04 13:06:02+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium I'm not gonna bother lol...the films trailer didn't grab me at all smh...,1312740766628950016,ssrivastav0494,0,0,0,0,1312739852002025472,en,Twitter Web App
https://twitter.com/hazardasensiofc/status/1312739966800154625,2020-10-04 13:02:52+00:00,@ananyapandayy @ZeeplexOfficial @TataSky @officiald2h @DishTV_India @airtelindia @ZEE5Premium No.,1312739966800154625,hazardasensiofc,0,0,0,0,1312739852002025472,und,Twitter for Android
